landscape,family,n,method,seed,budget,evaluated,hit,best,optimum,regret,auc,best_at_15,best_at_25,best_at_50,best_at_100,best_at_200,hit_by_15,hit_by_25,hit_by_50,hit_by_100,hit_by_200
llm_gsm8k_n6,llm,6,ls_swap,7,200,200,35,0.96875,0.96875,0.0,0.9540625,0.90625,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,8,200,200,4,0.96875,0.96875,0.0,0.96828125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,9,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,10,200,200,9,0.96875,0.96875,0.0,0.9665625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,11,200,200,2,0.96875,0.96875,0.0,0.96859375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,12,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,13,200,200,4,0.96875,0.96875,0.0,0.963125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,14,200,200,15,0.96875,0.96875,0.0,0.9625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,15,200,200,9,0.96875,0.96875,0.0,0.9675,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,16,200,200,15,0.96875,0.96875,0.0,0.96421875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,17,200,200,2,0.96875,0.96875,0.0,0.96703125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,18,200,200,15,0.96875,0.96875,0.0,0.96203125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,19,200,200,21,0.96875,0.96875,0.0,0.95796875,0.875,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,20,200,200,17,0.96875,0.96875,0.0,0.95875,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,21,200,200,2,0.96875,0.96875,0.0,0.96828125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,22,200,200,6,0.96875,0.96875,0.0,0.96203125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,23,200,200,3,0.96875,0.96875,0.0,0.96375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,24,200,200,4,0.96875,0.96875,0.0,0.960625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,25,200,200,2,0.96875,0.96875,0.0,0.9684375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,26,200,200,5,0.96875,0.96875,0.0,0.968125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,27,200,200,16,0.96875,0.96875,0.0,0.96515625,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,28,200,200,10,0.96875,0.96875,0.0,0.96734375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,29,200,200,6,0.96875,0.96875,0.0,0.96765625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,30,200,200,17,0.96875,0.96875,0.0,0.95875,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,31,200,200,5,0.96875,0.96875,0.0,0.966875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,32,200,200,19,0.96875,0.96875,0.0,0.95515625,0.875,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,33,200,200,17,0.96875,0.96875,0.0,0.95671875,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,34,200,200,18,0.96875,0.96875,0.0,0.96546875,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,35,200,200,2,0.96875,0.96875,0.0,0.96859375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,36,200,200,14,0.96875,0.96875,0.0,0.96359375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,37,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,38,200,200,27,0.96875,0.96875,0.0,0.9546875,0.90625,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_swap,39,200,200,16,0.96875,0.96875,0.0,0.9640625,0.90625,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,0,200,200,7,0.96875,0.96875,0.0,0.96765625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,1,200,200,48,0.96875,0.96875,0.0,0.9559375,0.90625,0.90625,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,2,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,3,200,200,38,0.96875,0.96875,0.0,0.95171875,0.90625,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,4,200,200,25,0.96875,0.96875,0.0,0.9540625,0.8125,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,5,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,6,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,7,200,200,27,0.96875,0.96875,0.0,0.95296875,0.90625,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,8,200,200,4,0.96875,0.96875,0.0,0.96828125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,9,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,10,200,200,27,0.96875,0.96875,0.0,0.9621875,0.9375,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,11,200,200,2,0.96875,0.96875,0.0,0.96859375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,12,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,13,200,200,28,0.96875,0.96875,0.0,0.945,0.90625,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,14,200,200,6,0.96875,0.96875,0.0,0.965625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,15,200,200,10,0.96875,0.96875,0.0,0.96734375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,16,200,200,27,0.96875,0.96875,0.0,0.96359375,0.9375,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,17,200,200,2,0.96875,0.96875,0.0,0.96703125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,18,200,200,8,0.96875,0.96875,0.0,0.9646875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,19,200,200,50,0.96875,0.96875,0.0,0.95109375,0.90625,0.90625,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,20,200,200,47,0.96875,0.96875,0.0,0.94078125,0.84375,0.90625,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,21,200,200,2,0.96875,0.96875,0.0,0.96828125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,22,200,200,24,0.96875,0.96875,0.0,0.9496875,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,23,200,200,27,0.96875,0.96875,0.0,0.96,0.9375,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,24,200,200,27,0.96875,0.96875,0.0,0.95703125,0.9375,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,25,200,200,2,0.96875,0.96875,0.0,0.9684375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,26,200,200,3,0.96875,0.96875,0.0,0.9684375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,27,200,200,22,0.96875,0.96875,0.0,0.96296875,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,28,200,200,9,0.96875,0.96875,0.0,0.9675,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,29,200,200,5,0.96875,0.96875,0.0,0.9678125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,30,200,200,47,0.96875,0.96875,0.0,0.94078125,0.84375,0.90625,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,31,200,200,11,0.96875,0.96875,0.0,0.9640625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,32,200,200,27,0.96875,0.96875,0.0,0.95796875,0.9375,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,33,200,200,27,0.96875,0.96875,0.0,0.935625,0.6875,0.875,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,34,200,200,27,0.96875,0.96875,0.0,0.9621875,0.90625,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,35,200,200,2,0.96875,0.96875,0.0,0.96859375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,36,200,200,17,0.96875,0.96875,0.0,0.95625,0.8125,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,37,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,38,200,200,28,0.96875,0.96875,0.0,0.95296875,0.90625,0.90625,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_insert,39,200,200,22,0.96875,0.96875,0.0,0.9646875,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,0,200,200,7,0.96875,0.96875,0.0,0.96765625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,1,200,200,25,0.96875,0.96875,0.0,0.9634375,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,2,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,3,200,200,17,0.96875,0.96875,0.0,0.95953125,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,4,200,200,10,0.96875,0.96875,0.0,0.9640625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,5,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,6,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,7,200,200,35,0.96875,0.96875,0.0,0.9515625,0.90625,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,8,200,200,24,0.96875,0.96875,0.0,0.96515625,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,9,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,10,200,200,25,0.96875,0.96875,0.0,0.9640625,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,11,200,200,2,0.96875,0.96875,0.0,0.96859375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,12,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,13,200,200,5,0.96875,0.96875,0.0,0.96296875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,14,200,200,15,0.96875,0.96875,0.0,0.96265625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,15,200,200,12,0.96875,0.96875,0.0,0.96703125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,16,200,200,15,0.96875,0.96875,0.0,0.964375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,17,200,200,2,0.96875,0.96875,0.0,0.96703125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,18,200,200,15,0.96875,0.96875,0.0,0.96375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,19,200,200,25,0.96875,0.96875,0.0,0.9625,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,20,200,200,5,0.96875,0.96875,0.0,0.961875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,21,200,200,2,0.96875,0.96875,0.0,0.96828125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,22,200,200,22,0.96875,0.96875,0.0,0.95953125,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,23,200,200,3,0.96875,0.96875,0.0,0.96375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,24,200,200,17,0.96875,0.96875,0.0,0.95859375,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,25,200,200,2,0.96875,0.96875,0.0,0.9684375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,26,200,200,12,0.96875,0.96875,0.0,0.96703125,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,27,200,200,16,0.96875,0.96875,0.0,0.96453125,0.9375,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,28,200,200,11,0.96875,0.96875,0.0,0.9671875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,29,200,200,6,0.96875,0.96875,0.0,0.96765625,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,30,200,200,5,0.96875,0.96875,0.0,0.961875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,31,200,200,5,0.96875,0.96875,0.0,0.966875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,32,200,200,17,0.96875,0.96875,0.0,0.95578125,0.90625,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,33,200,200,5,0.96875,0.96875,0.0,0.95859375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,34,200,200,5,0.96875,0.96875,0.0,0.9675,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,35,200,200,2,0.96875,0.96875,0.0,0.96859375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,36,200,200,13,0.96875,0.96875,0.0,0.96375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,37,200,200,1,0.96875,0.96875,0.0,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,38,200,200,29,0.96875,0.96875,0.0,0.95546875,0.9375,0.9375,0.96875,0.96875,0.96875,0,0,1,1,1
llm_gsm8k_n6,llm,6,ls_inversion,39,200,200,16,0.96875,0.96875,0.0,0.9640625,0.90625,0.96875,0.96875,0.96875,0.96875,0,1,1,1,1
llm_gsm8k_n6,llm,6,simulated_annealing,0,200,200,9,0.96875,0.96875,0.0,0.96734375,0.96875,0.96875,0.96875,0.96875,0.96875,1,1,1,1,1
